text,lemma,pos,tag,morph,nearest,similarity,precedes
strage,strage,NOUN,S,Gender=Fem|Number=Sing,stragi,0.66879802942276,NO
scorta,scorta,NOUN,S,Gender=Fem|Number=Sing,scorte,0.5811633467674255,NO
pareggio,pareggio,NOUN,S,Gender=Masc|Number=Sing,pareggiare,0.6654742956161499,NO
odore,odore,NOUN,S,Gender=Masc|Number=Sing,profumo,0.7719862461090088,YES
esclusione,esclusione,NOUN,S,Gender=Fem|Number=Sing,inclusione,0.6381128430366516,NO
depressione,depressione,NOUN,S,Gender=Fem|Number=Sing,crisi,0.6334357261657715,YES
rimborso,rimborso,NOUN,S,Gender=Masc|Number=Sing,rimborsi,0.6499618291854858,NO
disimpegno,disimpegno,NOUN,S,Gender=Masc|Number=Sing,ripostiglio,0.6406925320625305,YES
tubo,tubo,NOUN,S,Gender=Masc|Number=Sing,tubi,0.7044883966445923,NO
com,com,NOUN,S,Gender=Masc,dov',0.6381747722625732,NO
divieto,divieto,NOUN,S,Gender=Masc|Number=Sing,vietato,0.6727283596992493,NO
santuario,santuario,NOUN,S,Gender=Masc|Number=Sing,tempio,0.69009929895401,YES
atleta,atleta,NOUN,B,Number=Sing,nuotatore,0.653861939907074,NO
successore,successore,NOUN,S,Gender=Masc|Number=Sing,predecessore,0.7229133248329163,NO
arabo,arabo,NOUN,S,Gender=Masc|Number=Sing,araba,0.6770778894424438,NO
previsione,previsione,NOUN,S,Gender=Fem|Number=Sing,previsioni,0.6603086590766907,NO
pannello,pannello,NOUN,S,Gender=Masc|Number=Sing,pannelli,0.6895027160644531,NO
torrente,torrente,NOUN,S,Gender=Masc|Number=Sing,fiume,0.7342371344566345,NO
filtro,filtro,NOUN,S,Gender=Masc|Number=Sing,filtraggio,0.7137091159820557,NO
riva,riva,NOUN,S,Gender=Fem|Number=Sing,sponda,0.7303577065467834,NO
spostamento,spostamento,NOUN,S,Gender=Masc|Number=Sing,spostamenti,0.6385517716407776,NO
scarico,scarico,NOUN,S,Gender=Masc|Number=Sing,scarichi,0.6630872488021851,NO
immaginario,immaginario,NOUN,S,Gender=Masc|Number=Sing,collettivo,0.6097741723060608,NO
domicilio,domicilio,NOUN,S,Gender=Masc|Number=Sing,domiciliare,0.48153677582740784,NO
stampo,stampo,NOUN,S,Gender=Masc|Number=Sing,stampi,0.5837845802307129,NO
armadio,armadio,NOUN,S,Gender=Masc|Number=Sing,armadi,0.7504293918609619,NO
matematico,matematico,NOUN,S,Gender=Masc|Number=Sing,matematici,0.6869938373565674,NO
tenente,tenente,NOUN,S,Gender=Masc|Number=Sing,colonnello,0.7372302412986755,YES
pepe,pepe,NOUN,S,Gender=Masc|Number=Sing,peperoncino,0.6603434681892395,NO
laser,laser,NOUN,S,Gender=Masc,infrarossi,0.527304470539093,NO
sondaggio,sondaggio,NOUN,S,Gender=Masc|Number=Sing,sondaggi,0.6976805329322815,NO
disagio,disagio,NOUN,S,Gender=Masc|Number=Sing,malessere,0.7716044783592224,NO
marchese,marchese,NOUN,S,Gender=Masc|Number=Sing,conte,0.7646970152854919,NO
violino,violino,NOUN,S,Gender=Masc|Number=Sing,violoncello,0.8507717847824097,NO
autostrada,autostrada,NOUN,S,Gender=Fem|Number=Sing,superstrada,0.7770681381225586,NO
avanguardia,avanguardia,NOUN,S,Gender=Fem|Number=Sing,tecnologicamente,0.5895224213600159,NO
cerchio,cerchio,NOUN,S,Gender=Masc|Number=Sing,triangolo,0.6427768468856812,NO
sponsor,sponsor,NOUN,S,Gender=Masc,sponsorizzazione,0.6325492858886719,NO
clan,clan,NOUN,S,Gender=Masc,boss,0.6357161402702332,YES
valuta,valuta,NOUN,S,Gender=Fem|Number=Sing,moneta,0.5804674029350281,YES
matrice,matrice,NOUN,S,Gender=Fem|Number=Sing,matrici,0.6058735847473145,NO
scultura,scultura,NOUN,S,Gender=Fem|Number=Sing,pittura,0.6991458535194397,YES
candidatura,candidatura,NOUN,S,Gender=Fem|Number=Sing,candidature,0.71747225522995,NO
prototipo,prototipo,NOUN,S,Gender=Masc|Number=Sing,prototipi,0.6970323324203491,NO
scandalo,scandalo,NOUN,S,Gender=Masc|Number=Sing,scandali,0.656208336353302,NO
asilo,asilo,NOUN,S,Gender=Masc|Number=Sing,nido,0.5965672731399536,NO
leva,leva,NOUN,S,Gender=Fem|Number=Sing,leve,0.5409225821495056,NO
mestiere,mestiere,NOUN,S,Gender=Masc|Number=Sing,professione,0.6517452001571655,YES
meraviglia,meraviglia,NOUN,S,Gender=Fem|Number=Sing,meravigliosa,0.6523909568786621,NO
abbazia,abbazia,NOUN,S,Gender=Fem|Number=Sing,abbaziale,0.7594283819198608,NO
trucco,trucco,NOUN,S,Gender=Masc|Number=Sing,make-up,0.7762723565101624,NO
nastro,nastro,NOUN,S,Gender=Masc|Number=Sing,nastri,0.7054099440574646,NO
psicologia,psicologia,NOUN,S,Gender=Fem|Number=Sing,sociologia,0.7334284782409668,NO
petto,petto,NOUN,S,Gender=Masc|Number=Sing,torace,0.6817952394485474,NO
duo,duo,NOUN,S,,trio,0.8542482852935791,NO
contenitore,contenitore,NOUN,S,Gender=Masc|Number=Sing,recipiente,0.7452840805053711,NO
calma,calma,NOUN,S,Gender=Fem|Number=Sing,serenità,0.6871345043182373,NO
misto,misto,NOUN,B,Gender=Masc|Number=Sing,miscuglio,0.5771567225456238,NO
capolavoro,capolavoro,NOUN,S,Gender=Masc|Number=Sing,capolavori,0.6711262464523315,NO
succo,succo,NOUN,S,Gender=Masc|Number=Sing,limone,0.6102235913276672,YES
armonia,armonia,NOUN,S,Gender=Fem|Number=Sing,sintonia,0.6757959127426147,NO
tradimento,tradimento,NOUN,S,Gender=Masc|Number=Sing,tradito,0.6276476979255676,NO
caps,caps,NOUN,S,Gender=Fem|Number=Sing,goals,0.5289390683174133,NO
2ª,2ª,NOUN,SW,Gender=Masc,1ª,0.9495231509208679,NO
cantautore,cantautore,NOUN,S,Gender=Masc|Number=Sing,cantante,0.7773644924163818,NO
spunto,spunto,NOUN,S,Gender=Masc|Number=Sing,spunti,0.6670591831207275,NO
salotto,salotto,NOUN,S,Gender=Masc|Number=Sing,salottino,0.7712302207946777,NO
angelo,angelo,NOUN,S,Gender=Masc|Number=Sing,arcangelo,0.6966672539710999,NO
rame,rame,NOUN,S,Gender=Masc|Number=Sing,metallo,0.6960024237632751,YES
sopratutto,sopratutto,NOUN,S,Gender=Masc|Number=Sing,soprattutto,0.8265421986579895,NO
leggo,leggo,NOUN,S,Gender=Masc|Number=Plur,scrivo,0.7940818667411804,NO
addestramento,addestramento,NOUN,S,Gender=Masc|Number=Sing,addestrare,0.6286225914955139,NO
cucchiaio,cucchiaio,NOUN,S,Gender=Masc|Number=Sing,cucchiaino,0.8189338445663452,NO
diavolo,diavolo,NOUN,V,Gender=Masc|Number=Sing,demonio,0.699110746383667,NO
gloria,gloria,NOUN,S,Gender=Fem|Number=Sing,gloriosa,0.5906386971473694,NO
gola,gola,NOUN,S,Gender=Fem|Number=Sing,bocca,0.5976418852806091,NO
prestigio,prestigio,NOUN,S,Gender=Masc|Number=Sing,fama,0.5978240370750427,YES
forex,forex,NOUN,S,Gender=Fem|Number=Plur,trading,0.748336911201477,YES
eleganza,eleganza,NOUN,S,Gender=Fem|Number=Sing,raffinatezza,0.8144587874412537,NO
stabilimento,stabilimento,NOUN,S,Gender=Masc|Number=Sing,stabilimenti,0.7644630670547485,NO
prenota,prenota,NOUN,S,Gender=Fem|Number=Sing,prenotare,0.6337670087814331,NO
sindrome,sindrome,NOUN,S,Gender=Fem|Number=Sing,sindromi,0.6645095348358154,NO
salsa,salsa,NOUN,S,Gender=Fem|Number=Sing,zuppa,0.6185089945793152,NO
suite,suite,NOUN,S,Gender=Fem,camera,0.5167696475982666,NO
soldato,soldato,NOUN,S,Gender=Masc|Number=Sing,soldati,0.6734314560890198,NO
genio,genio,NOUN,S,Gender=Masc|Number=Sing,genialità,0.6143234372138977,NO
frigorifero,frigorifero,NOUN,S,Gender=Masc|Number=Sing,frigo,0.8977174162864685,NO
isolamento,isolamento,NOUN,S,Gender=Masc|Number=Sing,coibentazione,0.5426429510116577,NO
bimbo,bimbo,NOUN,S,Gender=Masc|Number=Sing,bambino,0.8727877736091614,YES
card,card,NOUN,SP,,cardinal,0.5018243193626404,NO
disastro,disastro,NOUN,E,Gender=Masc|Number=Sing,disastroso,0.7241191267967224,NO
propaganda,propaganda,NOUN,S,Gender=Fem|Number=Sing,disinformazione,0.6584135293960571,NO
suddiviso,suddiviso,NOUN,S,Gender=Masc|Number=Sing,diviso,0.8511176109313965,NO
vigilanza,vigilanza,NOUN,S,Gender=Fem|Number=Sing,sorveglianza,0.7163063883781433,NO
tramonto,tramonto,NOUN,S,Gender=Masc|Number=Sing,crepuscolo,0.7263219952583313,NO
calibro,calibro,NOUN,S,Gender=Masc|Number=Sing,spessore,0.5095269083976746,YES
aglio,aglio,NOUN,S,Gender=Masc|Number=Sing,origano,0.5367794036865234,NO
cattura,cattura,NOUN,S,Gender=Fem|Number=Sing,catturare,0.7080004811286926,NO
vs,vs,NOUN,S,,vs,0.5730162858963013,NO
under,under,NOUN,E,,over,0.6240970492362976,NO
ossigeno,ossigeno,NOUN,S,Gender=Masc|Number=Sing,azoto,0.6895977854728699,NO
spalla,spalla,NOUN,S,Gender=Fem|Number=Sing,schiena,0.6620517373085022,NO
suicidio,suicidio,NOUN,S,Gender=Masc|Number=Sing,suicidarsi,0.7014899849891663,NO
etica,etica,NOUN,S,Gender=Fem|Number=Sing,moralità,0.7060194611549377,NO
inquinamento,inquinamento,NOUN,S,Gender=Masc|Number=Sing,smog,0.6531813740730286,NO
canna,canna,NOUN,S,Gender=Fem|Number=Sing,canne,0.6622306108474731,NO
affidamento,affidamento,NOUN,S,Gender=Masc|Number=Sing,affido,0.5843871831893921,NO
cabina,cabina,NOUN,S,Gender=Fem|Number=Sing,cabine,0.6865832805633545,NO
cessione,cessione,NOUN,S,Gender=Fem|Number=Sing,cessioni,0.6573512554168701,NO
bellissime,bellissime,NOUN,S,Gender=Fem|Number=Plur,splendide,0.8963223695755005,NO
cartone,cartone,NOUN,S,Gender=Masc|Number=Sing,cartoni,0.728298008441925,NO
s.l.m,s.l.m,NOUN,S,Gender=Masc|Number=Sing,altitudine,0.6114993691444397,NO
sfruttamento,sfruttamento,NOUN,S,Gender=Masc|Number=Sing,sviluppo,0.5514785647392273,YES
esilio,esilio,NOUN,S,Gender=Masc|Number=Sing,esule,0.7288014888763428,NO
carbonio,carbonio,NOUN,S,Gender=Masc|Number=Sing,titanio,0.6458123326301575,NO
straniero,straniero,NOUN,S,Gender=Masc|Number=Sing,immigrato,0.6427555084228516,NO
minoranza,minoranza,NOUN,S,Gender=Fem|Number=Sing,maggioranza,0.8041161894798279,YES
circolo,circolo,NOUN,S,Gender=Masc|Number=Sing,circoli,0.6440674662590027,NO
fax,fax,NOUN,S,Gender=Masc,telefono,0.5343184471130371,YES
arbitro,arbitro,NOUN,S,Gender=Masc|Number=Sing,arbitri,0.7178080081939697,NO
sciopero,sciopero,NOUN,S,Gender=Masc|Number=Sing,scioperi,0.7319369316101074,NO
room,room,NOUN,A,Gender=Masc|Number=Plur,rooms,0.7293692827224731,NO
centrocampista,centrocampista,NOUN,S,Number=Sing,attaccante,0.8033286929130554,NO
respiro,respiro,NOUN,S,Gender=Masc|Number=Sing,fiato,0.6125741004943848,NO
caos,caos,NOUN,S,Gender=Masc,disordine,0.715033233165741,NO
corde,corde,NOUN,V,Gender=Fem|Number=Sing,corda,0.6747071146965027,NO
cortesia,cortesia,NOUN,S,Gender=Fem|Number=Sing,gentilezza,0.7819965481758118,NO
play,play,NOUN,S,Gender=Masc,playoff,0.905622124671936,NO
custodia,custodia,NOUN,S,Gender=Fem|Number=Sing,custodie,0.5880107283592224,NO
completamento,completamento,NOUN,S,Gender=Masc|Number=Sing,avanzamento,0.6116508841514587,NO
suddivisione,suddivisione,NOUN,S,Gender=Fem|Number=Sing,ripartizione,0.7302099466323853,NO
food,food,NOUN,S,,fashion,0.5994210243225098,NO
crollo,crollo,NOUN,S,Gender=Masc|Number=Sing,tracollo,0.7074985504150391,NO
perielio,perielio,NOUN,B,Gender=Masc|Number=Sing,afelio,0.6051691770553589,NO
dottore,dottore,NOUN,S,Gender=Masc|Number=Sing,medico,0.6928595304489136,YES
retta,retta,NOUN,S,Gender=Fem|Number=Sing,rette,0.6505240797996521,NO
introdotta,introdotta,NOUN,S,Gender=Fem|Number=Sing,introdotto,0.7893150448799133,NO
condominio,condominio,NOUN,S,Gender=Masc|Number=Sing,condominiale,0.7975402474403381,NO
frontiera,frontiera,NOUN,S,Gender=Fem|Number=Sing,frontiere,0.6847536563873291,NO
polemica,polemica,NOUN,S,Gender=Fem|Number=Sing,diatriba,0.7531643509864807,NO
arredo,arredo,NOUN,S,Gender=Masc|Number=Sing,arredamento,0.8478692173957825,YES
big,big,NOUN,S,,colossi,0.536449670791626,NO
avvento,avvento,NOUN,S,Gender=Masc|Number=Sing,inizio,0.53496915102005,YES
lavoratore,lavoratore,NOUN,S,Gender=Masc|Number=Sing,datore,0.7263675928115845,NO
pdf,pdf,NOUN,S,Gender=Masc|Number=Sing,.pdf,0.7599033713340759,NO
pallone,pallone,NOUN,S,Gender=Masc|Number=Sing,palloni,0.7211997509002686,NO
crimine,crimine,NOUN,S,Gender=Masc|Number=Sing,delitto,0.7181716561317444,NO
rugby,rugby,NOUN,S,Gender=Masc,cricket,0.6813035011291504,NO
tumore,tumore,NOUN,S,Gender=Masc|Number=Sing,cancro,0.8877304196357727,NO
greci,greci,NOUN,S,Gender=Masc|Number=Sing,latini,0.67075514793396,NO
gestore,gestore,NOUN,S,Gender=Masc|Number=Sing,gestori,0.6815518736839294,NO
desktop,desktop,NOUN,S,Gender=Masc,notebook,0.6590937376022339,NO
soffitto,soffitto,NOUN,S,Gender=Masc|Number=Sing,pavimento,0.6906735897064209,YES
farmacia,farmacia,NOUN,S,Gender=Fem|Number=Sing,farmacie,0.6792576909065247,NO
pero,pero,NOUN,S,Gender=Masc|Number=Sing,perche,0.8389344811439514,NO
progresso,progresso,NOUN,S,Gender=Masc|Number=Sing,progredire,0.6238085031509399,NO
difetto,difetto,NOUN,S,Gender=Masc|Number=Sing,difetti,0.6813092231750488,NO
satellite,satellite,NOUN,S,Gender=Masc|Number=Sing,satelliti,0.7242481708526611,NO
tardo,tardo,NOUN,B,Gender=Masc|Number=Sing,tarda,0.6435878872871399,NO
mt,mt,NOUN,S,Gender=Masc|Number=Sing,mt.,0.7288910150527954,NO
merce,merce,NOUN,S,Gender=Fem|Number=Sing,merci,0.639585018157959,NO
timore,timore,NOUN,S,Gender=Masc|Number=Sing,paura,0.7706287503242493,YES
fibra,fibra,NOUN,S,Gender=Fem|Number=Sing,fibre,0.6620326638221741,NO
colonia,colonia,NOUN,S,Gender=Fem|Number=Sing,colonie,0.685832679271698,NO
beneficio,beneficio,NOUN,S,Gender=Masc|Number=Sing,vantaggio,0.6625396609306335,YES
fotocamera,fotocamera,NOUN,S,Gender=Fem|Number=Sing,fotocamere,0.7398050427436829,NO
radice,radice,NOUN,S,Gender=Fem|Number=Sing,radici,0.5806736350059509,NO
derby,derby,NOUN,S,Gender=Masc|Number=Plur,match,0.6698349714279175,YES
youtube,youtube,NOUN,S,Gender=Masc,video,0.5659061074256897,NO
interiore,interiore,NOUN,S,Gender=Masc|Number=Sing,esteriore,0.7328037619590759,NO
declino,declino,NOUN,S,Gender=Masc|Number=Sing,tracollo,0.6633428335189819,NO
ginocchio,ginocchio,NOUN,S,Gender=Masc|Number=Sing,ginocchia,0.6750810146331787,NO
ricambio,ricambio,NOUN,V,Gender=Masc|Number=Sing,ricambi,0.6892988085746765,NO
musical,musical,NOUN,S,Gender=Masc,teatrale,0.5671873092651367,NO
nido,nido,NOUN,S,Gender=Masc|Number=Sing,nidi,0.7361893653869629,NO
giornalistica,giornalistica,NOUN,A,Gender=Fem|Number=Sing,testata,0.6029287576675415,NO
camion,camion,NOUN,S,Gender=Masc,furgone,0.7418079972267151,NO
consulente,consulente,NOUN,S,Number=Sing,esperto,0.6835823655128479,YES
scudo,scudo,NOUN,S,Gender=Masc|Number=Sing,stemma,0.5690467357635498,NO
scoppio,scoppio,NOUN,S,Gender=Masc|Number=Sing,scoppiare,0.6498074531555176,NO
parametro,parametro,NOUN,S,Gender=Masc|Number=Sing,parametri,0.6438840627670288,NO
rendimento,rendimento,NOUN,S,Gender=Masc|Number=Sing,rendimenti,0.6533100008964539,NO
pregio,pregio,NOUN,S,Gender=Masc|Number=Sing,pregiato,0.5937240123748779,NO
primato,primato,NOUN,S,Gender=Masc|Number=Sing,record,0.6491250991821289,YES
buco,buco,NOUN,S,Gender=Masc|Number=Sing,buchi,0.6799954175949097,NO
user,user,NOUN,S,Gender=Masc,users,0.5337576866149902,NO
stand,stand,NOUN,S,Number=Sing,espositori,0.6231798529624939,NO
processore,processore,NOUN,S,Gender=Masc|Number=Sing,processori,0.7238194346427917,NO
finta,finta,NOUN,S,Gender=Fem|Number=Sing,fingere,0.7087860703468323,NO
back,back,NOUN,SW,Gender=Masc,down,0.56261146068573,NO
ammissione,ammissione,NOUN,S,Gender=Fem|Number=Sing,ammissibilità,0.5908298492431641,NO
trend,trend,NOUN,S,Gender=Masc,tendenze,0.6210883855819702,NO
action,action,NOUN,S,,class,0.5588048696517944,NO
portavoce,portavoce,NOUN,S,,vicepresidente,0.6140783429145813,NO
fattura,fattura,NOUN,S,Gender=Fem|Number=Sing,fatture,0.6136044263839722,NO
socialista,socialista,NOUN,S,Number=Sing,comunista,0.8043216466903687,NO
direttiva,direttiva,NOUN,S,Gender=Fem|Number=Sing,normativa,0.6141031384468079,YES
testimone,testimone,NOUN,S,Number=Sing,testimoni,0.6690952777862549,NO
links,links,NOUN,SW,Gender=Masc,link,0.5976781249046326,NO
ambasciatore,ambasciatore,NOUN,S,Gender=Masc|Number=Sing,ambasciatori,0.6951278448104858,NO
procuratore,procuratore,NOUN,S,Gender=Masc|Number=Sing,procuratori,0.6580437421798706,NO
miracolo,miracolo,NOUN,S,Gender=Masc|Number=Sing,miracoloso,0.7717515826225281,NO
ferroviario,ferroviario,NOUN,S,Gender=Masc|Number=Sing,ferroviari,0.7007991075515747,NO
banco,banco,NOUN,S,Gender=Masc|Number=Sing,bancone,0.6351627707481384,NO
interprete,interprete,NOUN,S,Number=Sing,attore,0.6402828097343445,YES
store,store,NOUN,A,Gender=Masc|Number=Sing,shop,0.7085742354393005,NO
terrore,terrore,NOUN,S,Gender=Masc|Number=Sing,orrore,0.6956073641777039,NO
default,default,NOUN,V,Gender=Masc,predefinito,0.5815722942352295,NO
fantasma,fantasma,NOUN,S,Gender=Masc|Number=Sing,fantasmi,0.6200078129768372,NO
bis,bis,NOUN,S,Gender=Masc,ter,0.5766358375549316,NO
allevamento,allevamento,NOUN,S,Gender=Masc|Number=Sing,allevamenti,0.734079122543335,NO
carburante,carburante,NOUN,V,Gender=Masc|Number=Sing,benzina,0.7492889761924744,YES
intervallo,intervallo,NOUN,S,Gender=Masc|Number=Sing,intervalli,0.6679396629333496,NO
bacione,bacione,NOUN,S,Gender=Fem|Number=Sing,bacioni,0.8481202721595764,NO
ciclista,ciclista,NOUN,S,Number=Sing,corridore,0.6933530569076538,NO
lana,lana,NOUN,S,Gender=Fem|Number=Sing,stoffa,0.6685893535614014,NO
ascesa,ascesa,NOUN,S,Gender=Fem|Number=Sing,scalata,0.6791418194770813,NO
view,view,NOUN,SP,Gender=Masc|Number=Sing,balcony,0.48413267731666565,NO
slalom,slalom,NOUN,S,Gender=Masc,supergigante,0.5780724287033081,NO
tenore,tenore,NOUN,S,Gender=Masc|Number=Sing,baritono,0.6215787529945374,NO
allestimento,allestimento,NOUN,S,Gender=Masc|Number=Sing,allestimenti,0.7473874688148499,NO
orgoglio,orgoglio,NOUN,S,Gender=Masc|Number=Sing,orgoglioso,0.6771039366722107,NO
golf,golf,NOUN,S,Gender=Masc,tennis,0.6500071883201599,YES
glutine,glutine,NOUN,S,Gender=Masc|Number=Sing,lattosio,0.6822720170021057,NO
master,master,NOUN,S,,laurea,0.5794607996940613,NO
canone,canone,NOUN,S,Gender=Masc|Number=Sing,canoni,0.6297125220298767,NO
dott,dott,NOUN,S,Gender=Masc|Number=Plur,dottor,0.8069390058517456,NO
magistrato,magistrato,NOUN,S,Gender=Masc|Number=Sing,giudice,0.6921140551567078,YES
pollo,pollo,NOUN,S,Gender=Masc|Number=Sing,tacchino,0.7645657658576965,NO
beta,beta,NOUN,S,Gender=Fem|Number=Sing,alpha,0.6920971870422363,NO
watch,watch,NOUN,A,Gender=Masc,list,0.44924336671829224,NO
trofeo,trofeo,NOUN,S,Gender=Masc|Number=Sing,coppa,0.6300627589225769,YES
barone,barone,NOUN,S,Gender=Fem|Number=Sing,conte,0.7138252258300781,NO
atletica,atletica,NOUN,S,Gender=Fem|Number=Sing,olimpica,0.62336266040802,NO
alquanto,alquanto,NOUN,B,Gender=Masc|Number=Sing,assai,0.85948646068573,NO
provo,provo,NOUN,S,Gender=Masc|Number=Sing,proverò,0.7503867745399475,NO
leone,leone,NOUN,S,Gender=Fem|Number=Sing,leoni,0.6534693837165833,NO
oldid,oldid,NOUN,S,,upright,0.306657999753952,NO
sensore,sensore,NOUN,S,Gender=Masc|Number=Sing,sensori,0.7276161313056946,NO
bolla,bolla,NOUN,S,Gender=Fem|Number=Sing,bolle,0.6083691120147705,NO
polo,polo,NOUN,S,Gender=Masc|Number=Sing,centro,0.5439566373825073,YES
pomodoro,pomodoro,NOUN,S,Gender=Masc|Number=Sing,pomodori,0.7188425064086914,NO
cronologia,cronologia,NOUN,S,Gender=Fem|Number=Sing,cronologica,0.6507306098937988,NO
fornitore,fornitore,NOUN,S,Gender=Masc|Number=Sing,fornitori,0.6700968146324158,NO
intrattenimento,intrattenimento,NOUN,S,Gender=Masc|Number=Sing,divertimento,0.6663327813148499,YES
corridoio,corridoio,NOUN,S,Gender=Masc|Number=Sing,corridoi,0.6463199853897095,NO
incrocio,incrocio,NOUN,S,Gender=Masc|Number=Sing,incroci,0.6522833704948425,NO
trimestre,trimestre,NOUN,S,Gender=Fem|Number=Plur,semestre,0.7788389921188354,NO
striscia,striscia,NOUN,S,Gender=Fem|Number=Sing,strisce,0.5988775491714478,NO
compenso,compenso,NOUN,S,Gender=Masc|Number=Sing,compensi,0.5969589352607727,NO
formativo,formativo,NOUN,S,Gender=Masc|Number=Sing,educativo,0.6972114443778992,NO
scatto,scatto,NOUN,S,Gender=Masc|Number=Sing,scatti,0.6660974025726318,NO
fiamma,fiamma,NOUN,S,Gender=Fem|Number=Sing,fuoco,0.5417963862419128,YES
velivolo,velivolo,NOUN,S,Gender=Masc|Number=Sing,velivoli,0.7573288679122925,NO
mitologia,mitologia,NOUN,S,Gender=Fem|Number=Sing,mitologica,0.7773655652999878,NO
sorveglianza,sorveglianza,NOUN,S,Gender=Fem|Number=Sing,vigilanza,0.7163062691688538,YES
nuoto,nuoto,NOUN,S,Gender=Masc|Number=Sing,nuotare,0.6344903707504272,NO
colloquio,colloquio,NOUN,S,Gender=Masc|Number=Sing,colloqui,0.6852419972419739,NO
feudo,feudo,NOUN,S,Gender=Masc|Number=Sing,feudatario,0.7173700332641602,NO
finalista,finalista,NOUN,S,Number=Sing,vincitrice,0.6277680397033691,NO
motto,motto,NOUN,S,Gender=Masc|Number=Sing,slogan,0.6194137930870056,NO
tutt,tutt,NOUN,S,Gender=Fem|Number=Sing,tutt',0.8086868524551392,YES
istanza,istanza,NOUN,S,Gender=Fem|Number=Sing,istanze,0.6483520269393921,NO
trionfo,trionfo,NOUN,S,Gender=Masc|Number=Sing,trionfale,0.6488973498344421,NO
carro,carro,NOUN,S,Gender=Masc|Number=Sing,carri,0.6845739483833313,NO
consumatore,consumatore,NOUN,S,Gender=Masc|Number=Sing,consumatori,0.7145459055900574,NO
stipendio,stipendio,NOUN,S,Gender=Masc|Number=Sing,stipendi,0.7438758015632629,NO
grasso,grasso,NOUN,S,Gender=Masc|Number=Sing,grassi,0.6495312452316284,NO
assetto,assetto,NOUN,S,Gender=Masc|Number=Sing,assetti,0.6628324389457703,NO
apt,apt,NOUN,S,Gender=Masc|Number=Plur,apto.,0.6331848502159119,NO
batterista,batterista,NOUN,S,Number=Sing,bassista,0.8391002416610718,NO
cappello,cappello,NOUN,S,Gender=Masc|Number=Sing,berretto,0.7631049156188965,NO
cadavere,cadavere,NOUN,S,Gender=Masc|Number=Sing,cadaveri,0.6536486744880676,NO
pompa,pompa,NOUN,S,Gender=Fem|Number=Sing,pompe,0.7043437361717224,NO
patologia,patologia,NOUN,S,Gender=Fem|Number=Sing,malattia,0.7707621455192566,YES
datore,datore,NOUN,S,Gender=Masc|Number=Sing,lavoratore,0.7263675332069397,YES
rapper,rapper,NOUN,S,,rap,0.7431608438491821,NO
continentale,continentale,NOUN,S,Number=Sing,continentali,0.6314082145690918,NO
aka,aka,NOUN,S,Gender=Masc,alias,0.4797994792461395,NO
congresso,congresso,NOUN,S,Gender=Masc|Number=Sing,convegno,0.6620939373970032,YES
cotto,cotto,NOUN,S,Gender=Masc|Number=Sing,cotti,0.6019414067268372,NO
crociera,crociera,NOUN,S,Gender=Fem|Number=Sing,crociere,0.7085386514663696,NO
feedback,feedback,NOUN,S,Gender=Masc,input,0.4582405388355255,NO
dans,dans,NOUN,E,,avec,0.6255596876144409,NO
country,country,NOUN,S,Gender=Masc,folk,0.5708768367767334,NO
dea,dea,NOUN,S,Gender=Fem|Number=Sing,divinità,0.7086731791496277,NO
fontana,fontana,NOUN,S,Gender=Fem|Number=Sing,fontane,0.7103347182273865,NO
indoor,indoor,NOUN,SW,,outdoor,0.6555177569389343,NO
punk,punk,NOUN,S,,rock,0.7947186827659607,YES
emendamento,emendamento,NOUN,S,Gender=Masc|Number=Sing,emendamenti,0.7785535454750061,NO
picco,picco,NOUN,S,Gender=Masc|Number=Sing,picchi,0.6278654336929321,NO
sud,sud,NOUN,S,Gender=Masc|Number=Sing,sud-ovest,0.923535168170929,NO
abbonamento,abbonamento,NOUN,S,Gender=Masc|Number=Sing,abbonamenti,0.7218378186225891,NO
pianista,pianista,NOUN,S,Number=Sing,violinista,0.7980960607528687,NO
truffa,truffa,NOUN,S,Gender=Fem|Number=Sing,frode,0.709342360496521,NO
pubblicitario,pubblicitario,NOUN,S,Gender=Masc|Number=Sing,pubblicitaria,0.6911016702651978,NO
fastidio,fastidio,NOUN,S,Gender=Masc|Number=Sing,fastidioso,0.6808373928070068,NO
esponente,esponente,NOUN,V,Number=Sing,esponenti,0.703034520149231,NO
collaboratore,collaboratore,NOUN,S,Gender=Masc|Number=Sing,consulente,0.6668530702590942,YES
radar,radar,NOUN,S,Gender=Masc,satelliti,0.5620080828666687,NO
impulso,impulso,NOUN,S,Gender=Masc|Number=Sing,slancio,0.6269264221191406,NO
make,make,NOUN,S,Gender=Masc,make-up,0.6305059194564819,NO
ignoranza,ignoranza,NOUN,S,Gender=Fem|Number=Sing,stupidità,0.7199297547340393,NO
accompagnamento,accompagnamento,NOUN,S,Gender=Masc|Number=Sing,accompagnare,0.6167231798171997,NO
transito,transito,NOUN,S,Gender=Masc|Number=Sing,passaggio,0.6520774364471436,YES
yard,yard,NOUN,S,,touchdown,0.7230991721153259,NO
piemontese,piemontese,NOUN,A,Number=Sing,torinese,0.7712624073028564,NO
magistratura,magistratura,NOUN,S,Gender=Fem|Number=Sing,magistrati,0.679821789264679,NO
statuto,statuto,NOUN,S,Gender=Masc|Number=Sing,statuti,0.628513753414154,NO
2º,2º,NOUN,A,,3º,0.9546210169792175,NO
